Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strains],Term Source 2 REF,Term Source 2 Accession,Protocol REF,Assay Name,Experimental Condition [ # fill in],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File,Position
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos211],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos211.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos211
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos212],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos212.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos212
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos213],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos213.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos213
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos214],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos214.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos214
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos215],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos215.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos215
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos216],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos216.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos216
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos217],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos217.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos217
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos218],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos218.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos218
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos219],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos219.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos219
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos220],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos220.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos220
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos221],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos221.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos221
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos222],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos222.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos222
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos223],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos223.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos223
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos224],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos224.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos224
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos225],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos225.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos225
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos226],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos226.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos226
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos227],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos227.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos227
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos228],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos228.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos228
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos229],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos229.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos229
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos230],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos230.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos230
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos231],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos231.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos231
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos232],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos232.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos232
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos233],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos233.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos233
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos234],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos234.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos234
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos235],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos235.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos235
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos236],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos236.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos236
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos237],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos237.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos237
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos238],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos238.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos238
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos239],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos239.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos239
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos240],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos240.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos240
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos241],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos241.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos241
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos242],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos242.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos242
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos243],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos243.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos243
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos244],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos244.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos244
subpool-1_run-2_EXP-18-BQ3523,subpool-1_run-2_EXP-18-BQ3523 [Pos245],EL687_and_EL702,Escherichia coli,,,EL687_and_EL702,,,,subpool-1_run-2_EXP-18-BQ3523,,,,,Pos245.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos245
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos101],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos101.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos101
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos102],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos102.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos102
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos103],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos103.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos103
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos104],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos104.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos104
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos105],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos105.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos105
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos106],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos106.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos106
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos107],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos107.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos107
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos108],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos108.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos108
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos109],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos109.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos109
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos110],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos110.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos110
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos111],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos111.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos111
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos112],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos112.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos112
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos113],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos113.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos113
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos114],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos114.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos114
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos115],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos115.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos115
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos116],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos116.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos116
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos117],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos117.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos117
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos118],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos118.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos118
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos119],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos119.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos119
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos120],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos120.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos120
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos121],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos121.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos121
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos122],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos122.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos122
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos123],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos123.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos123
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos124],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos124.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos124
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos125],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos125.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos125
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos126],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos126.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos126
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos127],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos127.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos127
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos128],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos128.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos128
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos129],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos129.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos129
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos130],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos130.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos130
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos131],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos131.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos131
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos132],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos132.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos132
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos133],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos133.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos133
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos134],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos134.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos134
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos135],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos135.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos135
subpool-2_run-1_EXP-18-BQ3524,subpool-2_run-1_EXP-18-BQ3524 [Pos136],EL744_and_EL702,Escherichia coli,,,EL744_and_EL702,,,,subpool-2_run-1_EXP-18-BQ3524,,,,,Pos136.ome.tiff,,Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.,raw,"phase:Phase contrast, fluor: SeqA-YFP",,Pos136
